,Name,player_id,year,pa,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,iz_contact_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4,PC5
481,"Duran, Ezequiel",677649,2024,285,22.1,4.9,0.215,0.309,0.252,0.295,28.2,3.4,6.3,19.9,28.2,38.3,3.9,35.9,93.37676239,74.0,14.1,39.3,44.1,54.5,84.5,TEX,2.9,0.010175438596491228,-2.500215691660229,0.4932904084791114,2.3561405618376923,-0.09192870251270092,-1.103505155257398
482,"Grichuk, Randal",545341,2024,279,16.5,7.2,0.278,0.483,0.359,0.401,34.3,11.0,7.6,23.3,31.0,23.8,3.3,47.6,95.601048095,67.6,11.3,28.6,40.1,59.9,88.7,AZ,12.2,0.04372759856630824,2.9794763717801955,-1.8907861320367314,-0.026645678331561652,-0.9335256784718665,-1.5147148904868701
483,"Robles, Victor",645302,2024,295,18.0,7.1,0.257,0.389,0.326,0.352,34.8,6.2,4.8,22.4,24.3,27.6,14.3,28.6,92.756314603,78.8,16.1,33.2,43.0,50.3,81.0,SEA,4.1,0.013898305084745762,-1.219865551253036,-0.6113457416749277,0.878943392344975,-1.521762125834088,0.6966073537776838
484,"Rogers, Jake",668670,2024,337,29.4,6.5,0.218,0.413,0.297,0.391,32.9,9.9,9.4,21.6,25.4,28.2,5.2,41.8,93.973828585,68.3,24.8,25.9,54.7,45.3,75.2,DET,11.0,0.032640949554896145,1.3485215596388045,1.9474330810915612,0.027238832536140106,-0.014594672322639834,-0.08758774102586583
485,"Castellanos, Nick",592206,2024,659,21.1,6.2,0.271,0.441,0.333,0.395,39.0,8.1,6.8,29.4,27.3,25.4,2.8,38.2,93.738511581,79.0,19.4,37.8,51.9,48.1,80.6,PHI,20.3,0.03080424886191199,1.6899138168745895,-0.7151297690838753,1.3077664936681672,-2.4200469321182707,1.107547335771
486,"Reynolds, Bryan",668804,2024,692,22.5,8.2,0.27,0.463,0.35,0.42,37.5,9.6,7.2,25.8,21.1,30.9,4.9,45.4,94.867542484,74.0,18.7,30.2,52.0,48.0,81.3,PIT,24.1,0.034826589595375726,2.7233258332926407,-0.6237678080903545,0.8100614852174726,-0.2935455849721959,0.9508999050652098
487,"Yelich, Christian",592885,2024,315,18.4,12.7,0.294,0.471,0.373,0.416,32.2,7.9,8.9,27.1,15.4,35.0,5.1,46.7,96.008981238,69.9,15.1,24.9,42.6,57.4,84.7,MIL,9.6,0.030476190476190476,3.0326958463870253,-2.207772656477139,0.15256251360365655,1.780552975907047,0.6604806289365929
488,"Santander, Anthony",623993,2024,665,19.4,8.7,0.228,0.445,0.324,0.364,35.0,11.7,9.1,18.5,35.0,22.5,3.0,41.6,94.357156511,67.8,15.4,33.8,28.0,72.0,84.6,BAL,36.6,0.055037593984962406,1.8795071944778206,-0.44702230745449556,-0.2951929982316499,-1.62986700680993,-2.93805374654369
489,"Gorman, Nolan",669357,2024,402,37.6,8.5,0.209,0.433,0.307,0.463,40.3,16.7,5.1,19.9,30.6,22.7,4.6,38.6,94.443953953,70.8,29.0,30.3,62.3,37.7,70.7,STL,18.0,0.04477611940298507,2.9970264483986324,3.39214054538857,-0.6190660517379633,-1.4677976026662445,0.4715790876252311
490,"Machado, Manny",592518,2024,643,19.3,7.0,0.272,0.461,0.338,0.397,33.8,11.0,5.9,24.3,24.3,32.3,1.7,48.8,96.17209183,72.4,16.2,29.7,45.3,54.7,83.8,SD,28.3,0.04401244167962675,2.9100852181190264,-1.144696262549996,1.2194246996768046,0.09499128831332482,-0.5191155590842709
491,"Profar, Jurickson",595777,2024,668,15.1,11.4,0.282,0.444,0.364,0.379,31.3,7.2,4.9,29.2,25.2,29.8,3.8,44.4,94.862553707,68.6,12.1,21.9,33.1,66.6,87.4,SD,20.6,0.030838323353293416,1.5853322841158057,-2.9875338277459464,-0.8441049544103204,0.605910930525431,-0.20240973326349546
492,"Siani, Michael",672279,2024,334,27.5,6.3,0.205,0.265,0.243,0.299,32.6,2.3,2.3,22.9,16.1,39.0,16.1,22.6,91.898789433,64.8,23.3,29.2,46.7,50.9,74.6,STL,2.5,0.0074850299401197605,-4.341162037806818,1.4247097743641919,0.37160208468906414,0.9567829330718705,2.144800264489714
493,"Edwards, Xavier",669364,2024,303,17.2,10.9,0.252,0.321,0.296,0.309,37.6,1.8,3.7,28.4,19.7,39.4,6.4,24.3,91.536547476,70.2,12.7,24.8,28.6,67.3,86.5,MIA,1.0,0.0033003300330033004,-2.9064046745218546,-2.5109598129349666,-0.5820577107654508,0.4855395241208206,1.5352777558004682
494,"Bohm, Alec",664761,2024,606,14.2,6.6,0.288,0.444,0.342,0.372,35.2,6.8,9.1,25.7,20.5,35.2,2.3,45.6,94.781662669,71.1,10.5,27.2,37.2,62.8,89.5,PHI,12.8,0.021122112211221122,1.5502911205700445,-2.783197985001988,1.112217139824318,0.40095706014357596,-0.05733067091779402
495,"Pillar, Kevin",607680,2024,314,22.0,5.1,0.221,0.329,0.275,0.312,36.5,3.7,7.8,22.8,35.2,25.6,5.0,29.7,92.245806101,67.8,14.4,37.9,41.5,58.5,85.4,LAA,7.2,0.022929936305732486,-1.898926389756514,0.05983575784510157,0.22468844267689245,-2.3319671690366017,-0.8401727138295677
496,"Tucker, Kyle",663656,2024,339,15.9,16.5,0.279,0.536,0.4,0.427,40.0,12.9,7.6,24.4,32.0,21.3,1.8,44.9,94.740150044,67.7,12.7,17.5,41.8,57.4,87.3,HOU,16.7,0.04926253687315634,4.431558362224981,-2.3474488667173685,-3.0667748006593483,-0.41189963842875355,-1.1450134809479344
497,"Rutschman, Adley",668939,2024,638,16.1,9.1,0.255,0.393,0.315,0.339,35.4,6.1,4.8,29.3,33.3,24.6,1.9,36.6,93.149039684,60.1,12.1,28.9,27.5,72.5,87.9,BAL,19.6,0.03072100313479624,-0.2604961921315343,-2.5883315783959104,-1.484156440061668,-1.1177199774480944,-0.7146588487059319
498,"Jansen, Danny",643376,2024,324,18.8,12.3,0.201,0.332,0.289,0.291,34.1,6.4,5.9,19.5,40.0,22.7,5.0,29.7,92.627349132,61.8,14.7,20.3,39.0,61.0,85.3,BOS,9.7,0.02993827160493827,-1.5736193043043971,0.1122490188793693,-3.125174581478232,-0.6819832313999212,-2.2997228891879167
499,"Burleson, Alec",676475,2024,595,12.8,5.9,0.273,0.435,0.329,0.351,34.3,6.5,7.1,26.6,26.2,30.1,3.1,41.7,94.012155751,77.6,13.3,34.5,32.0,68.0,86.5,STL,18.9,0.03176470588235294,0.7904590901358913,-2.3799531615088365,1.6450237946838278,-1.3601014203936286,-0.5909764877105013
500,"Lewis, Royce",668904,2024,325,22.8,8.6,0.246,0.435,0.32,0.384,36.3,11.2,5.4,20.6,30.5,26.5,5.8,37.7,93.856491441,72.8,19.4,33.3,41.9,58.1,80.6,MIN,15.8,0.048615384615384616,1.4653052261088657,0.13298087089567634,0.21070371964985055,-1.4553128556484498,-0.9466434572753817
501,"Garcia, Maikel",672580,2024,626,16.5,6.7,0.26,0.366,0.3,0.331,34.1,3.7,4.8,26.6,22.5,39.5,2.9,42.8,94.39492241,63.6,10.9,21.2,31.4,67.8,88.5,KC,8.4,0.0134185303514377,-0.7749453166056024,-2.556573972147469,0.018095522325435338,1.3781639995554111,0.16875276165702097
502,"Kelly, Carson",608348,2024,313,17.6,8.0,0.235,0.401,0.314,0.339,27.3,6.6,7.9,22.5,23.8,33.0,5.7,39.4,93.591084867,66.7,14.0,24.4,47.6,52.4,86.0,TEX,9.6,0.030670926517571882,-0.06584295677321644,-0.5717736812680794,0.07863472031999463,1.0149441411228974,-1.0312563763245868
503,"Diaz, Yainer",673237,2024,619,17.3,3.9,0.299,0.458,0.339,0.395,35.0,7.6,8.4,28.8,16.0,36.8,2.1,47.5,95.034359505,77.7,13.6,42.6,40.2,59.8,86.4,HOU,15.6,0.025201938610662358,2.0623697654461086,-2.437977377123735,3.6385207188918356,-0.5643087251242008,0.9993428367217392
504,"Winn, Masyn",691026,2024,637,17.1,6.4,0.256,0.358,0.293,0.326,33.5,3.7,6.4,25.7,28.2,30.2,5.6,32.7,93.085870398,62.7,13.0,30.4,32.2,67.6,86.1,STL,14.2,0.02229199372056515,-1.4114182565544238,-1.80983020142143,-0.14879400012154825,-0.5701226746417395,-0.39544063942782637
505,"Volpe, Anthony",683011,2024,689,22.6,6.1,0.238,0.332,0.278,0.329,33.3,3.9,5.6,27.4,21.0,36.8,4.7,35.4,93.206482989,65.4,16.5,29.3,37.4,61.8,82.4,NYY,12.4,0.017997097242380262,-1.5262669006839293,-0.8711738597342978,0.57592219191192,0.5106215505377626,0.8243306367409154
506,"Iglesias, Jose",578428,2024,291,13.4,4.1,0.285,0.369,0.314,0.334,36.2,2.2,4.3,32.8,20.3,34.5,6.0,30.6,92.513387672,64.8,12.1,39.5,20.7,79.3,87.9,NYM,3.4,0.01168384879725086,-1.9076365072586337,-3.8775790378127226,1.448117468610628,-1.0649665539687054,1.4772319481014782
507,"Campusano, Luis",669134,2024,299,13.7,6.7,0.242,0.35,0.289,0.303,27.4,4.6,4.6,23.2,26.6,38.0,2.1,34.2,93.277557745,69.1,14.6,31.8,34.0,66.0,85.4,SD,5.7,0.01906354515050167,-1.7766210771144506,-1.5554909778603387,1.2022730061793754,0.5440027155128393,-1.2476470946881941
508,"Naylor, Bo",666310,2024,389,31.4,7.5,0.196,0.326,0.26,0.34,32.6,8.1,6.8,21.6,33.9,24.6,4.7,37.7,93.535266567,65.7,21.3,27.2,45.6,53.9,78.7,CLE,12.9,0.03316195372750643,-0.5797923428452612,2.0864589621664815,-0.9508805788603176,-0.7668918836442332,-0.9555317596574044
509,"Siri, Jose",642350,2024,448,37.9,6.9,0.2,0.409,0.297,0.446,35.7,14.7,8.8,18.1,21.8,29.4,7.1,41.6,94.47103983,67.1,32.1,35.2,59.8,40.2,66.6,TB,19.0,0.04241071428571429,2.4512546421141246,3.906855060872534,0.7710065875143528,-0.08257709535850981,0.5156154580479192
510,"Bregman, Alex",608324,2024,634,13.6,6.9,0.257,0.417,0.319,0.338,34.9,6.4,7.4,24.8,33.1,25.7,2.4,40.5,93.684160984,65.6,8.7,23.6,24.7,75.3,91.3,HOU,24.8,0.039116719242902206,0.37375871198518235,-2.662131444704782,-0.8810329577059397,-1.054879377388824,-1.8748447269172703
511,"Wade Jr., LaMonte",664774,2024,401,22.4,15.5,0.259,0.428,0.354,0.401,39.6,9.4,9.0,28.2,22.4,26.5,4.5,44.1,95.071984568,62.9,13.6,20.2,55.0,44.4,86.4,SF,8.4,0.020947630922693267,2.566779355864258,-1.0835126706819356,-2.51093383225987,0.9477394595928123,1.1720015673838309
512,"Merrifield, Whit",593160,2024,335,15.5,10.4,0.242,0.317,0.295,0.296,34.3,2.4,3.3,27.3,29.4,29.0,8.2,21.6,91.220749372,66.2,11.9,25.8,35.0,63.8,87.8,ATL,3.0,0.008955223880597015,-3.2864508483426387,-1.9105015277871795,-1.5841422469911897,-0.7224351507915024,0.34994287644376254
513,"Singleton, Jon",572138,2024,405,27.4,11.6,0.228,0.382,0.31,0.378,34.8,8.9,4.5,25.1,29.6,27.1,4.5,37.2,93.99841,59.9,21.2,22.6,52.4,47.6,78.8,HOU,12.3,0.03037037037037037,0.6700466855182956,0.6222863933070649,-2.1588691984585786,0.4016306170139169,0.2846478808426151
514,"Moore, Dylan",664238,2024,441,27.9,12.0,0.201,0.324,0.297,0.338,38.2,8.8,6.0,23.9,37.1,20.7,3.6,36.3,93.44884728,65.3,19.3,17.7,46.8,53.2,80.4,SEA,9.6,0.021768707482993196,-0.1553521309150569,1.1436779706167155,-3.224420251774877,-0.79805427000762,-0.45759938916856724
515,"Vargas, Ildemaro",545121,2024,303,10.2,6.3,0.255,0.322,0.28,0.28,29.5,1.2,4.0,23.9,21.5,42.2,6.4,31.9,92.579283167,62.8,6.6,30.1,25.0,73.1,91.5,WSH,2.2,0.007260726072607262,-3.429540172672305,-3.193814529999787,0.9253295183741569,1.2098736713194358,-0.5739821718931407
516,"Friedl Jr., TJ",670770,2024,341,15.2,7.6,0.228,0.318,0.292,0.291,29.9,3.2,5.6,21.9,33.1,26.3,9.6,31.5,92.527458326,61.8,11.0,24.0,36.7,63.3,88.5,,0.0,0.0,-3.0080293449643363,-1.0762164935698941,-1.380436391208214,-0.22920843229327245,-1.1074683020103022
517,"Altuve, Jose",514888,2024,682,17.4,6.9,0.262,0.399,0.316,0.352,35.4,6.5,3.9,28.5,24.4,28.7,7.9,31.2,92.693762581,68.6,12.7,37.3,36.3,62.7,86.5,HOU,17.6,0.02580645161290323,-0.8205642037711776,-2.0132024403277695,0.6310708752685135,-1.3973669193564364,0.7213344931289868
518,"O'Neill, Tyler",641933,2024,473,33.6,11.2,0.213,0.48,0.339,0.475,34.6,17.3,7.9,15.4,28.7,25.6,5.1,48.8,95.797605236,65.2,24.4,26.2,55.8,44.2,75.6,BOS,29.5,0.06236786469344609,4.525138283634744,2.637364275805749,-0.9658222145630165,0.3576941018441895,-1.4566153544431208
519,"Jiménez, Eloy",650391,2024,349,20.1,6.3,0.248,0.382,0.3,0.347,25.1,7.8,3.9,22.4,17.6,45.1,2.7,49.0,96.165143031,70.1,15.3,33.0,46.2,53.8,84.7,BAL,6.3,0.01805157593123209,0.2829731962071942,-0.6640637738592412,2.711002376214092,2.477564179461308,-0.3626890340744128
520,"Toglia, Michael",669911,2024,458,32.1,11.8,0.244,0.503,0.358,0.496,39.2,17.3,8.6,22.7,23.1,27.1,1.2,50.2,96.069366471,66.7,22.5,27.3,59.7,39.9,77.5,COL,21.4,0.04672489082969432,5.422254308987344,1.2038339497685293,-0.7057230403803674,0.37895238032761036,0.42129482523018186
521,"Haniger, Mitch",571745,2024,423,29.8,9.5,0.216,0.364,0.292,0.371,31.0,9.0,8.2,23.9,25.1,30.2,3.1,45.9,95.105264331,63.4,23.4,24.1,56.5,43.5,76.6,SEA,12.2,0.02884160756501182,1.221651431879965,1.7196585447398154,-0.695682062272244,1.216380137345734,0.026294474089400548
522,"Lee, Korey",686676,2024,394,31.0,4.3,0.212,0.338,0.256,0.35,34.1,7.5,4.7,21.6,25.5,34.5,5.9,37.6,93.7992936,80.2,28.5,35.3,58.6,41.4,71.0,CWS,10.1,0.025634517766497462,-0.5644269450597558,2.8458729250365526,2.1543166597896066,-0.8273288032209242,0.8315731032783011
523,"Fry, David",681807,2024,392,21.4,10.7,0.246,0.394,0.326,0.365,36.9,7.5,6.3,29.0,29.4,24.3,3.5,37.6,93.715471417,71.0,16.2,28.0,46.0,54.0,83.8,CLE,17.2,0.04387755102040816,1.109344427084549,-0.7702862599039875,-1.025731527794248,-1.222671565858832,0.1678894367138628
524,"Donovan, Brendan",680977,2024,652,12.4,7.2,0.277,0.419,0.335,0.346,36.6,5.5,6.5,25.8,26.8,32.1,3.1,37.6,93.418618597,63.7,8.6,23.7,33.6,65.7,90.7,STL,15.2,0.02331288343558282,0.09936121273557247,-3.2071669656189212,-0.560983442806882,-0.1133982269569674,-0.44860027610989867
